hop,mean_entropy,std_entropy
hop0,0.37572881265862157,0.2118482079991837
hop1,0.3797560761265205,0.20396423599898533
hop2,0.37962717135702767,0.20253550579137977
hop3,0.37912369818032626,0.20312429276112567
hop4,0.3767600390283981,0.20357694838147433
hop5,0.3744667643142051,0.20437496980944947
hop6,0.3750623240531423,0.20474408289383095
hop7,0.37513457166940073,0.20483436605829208
hop8,0.37469127675462827,0.20567945349192815
hop9,0.3755547860523032,0.20533264526371983
