hop,run_key,run_label,dataset_dir,checkpoint_group,stats_path,metric_name,metric_value
3,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop3_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/checkpoint-556/stats.json,confidence,0.95
4,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,mean,0.0088
4,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,margin_error,0.00543334326648339
4,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,lower_bound,0.0033666567335166103
4,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,upper_bound,0.01423334326648339
4,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,count,50.0
4,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,confidence,0.95
4,lora,lora-8,filtered-dataset-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/checkpoint-668/stats.json,mean,0.0467
4,lora,lora-8,filtered-dataset-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/checkpoint-668/stats.json,margin_error,0.024082178263805272
4,lora,lora-8,filtered-dataset-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/checkpoint-668/stats.json,lower_bound,0.022617821736194726
4,lora,lora-8,filtered-dataset-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/checkpoint-668/stats.json,upper_bound,0.07078217826380527
4,lora,lora-8,filtered-dataset-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/checkpoint-668/stats.json,count,50.0
4,lora,lora-8,filtered-dataset-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/checkpoint-668/stats.json,confidence,0.95
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/base/stats.json,mean,0.009000000000000001
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/base/stats.json,margin_error,0.006248340992396195
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/base/stats.json,lower_bound,0.0027516590076038057
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/base/stats.json,upper_bound,0.015248340992396196
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/base/stats.json,count,50.0
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/base/stats.json,confidence,0.95
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/checkpoint-552/stats.json,mean,0.0785
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/checkpoint-552/stats.json,margin_error,0.034746729754621626
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/checkpoint-552/stats.json,lower_bound,0.043753270245378374
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/checkpoint-552/stats.json,upper_bound,0.11324672975462163
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/checkpoint-552/stats.json,count,50.0
4,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,final,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop4_noprompt/seed-42/filtered-dataset-dpoints-only-lora-8-seed-42/eval-owl/checkpoint-552/stats.json,confidence,0.95
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop5_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,mean,0.0095
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop5_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,margin_error,0.006905436083537406
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop5_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,lower_bound,0.0025945639164625936
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop5_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,upper_bound,0.016405436083537405
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,/home/abasso_aims_ac_za/divergence-tokens/workspace/multihop/qwen/owl/hop5_noprompt/seed-42/filtered-dataset-lora-8-seed-42/eval-owl/base/stats.json,count,50.0
