hop_pair,hop1,hop2,jaccard_similarity
hop0 → hop1,hop0,hop1,1.0
hop1 → hop2,hop1,hop2,1.0
hop2 → hop3,hop2,hop3,1.0
hop3 → hop4,hop3,hop4,1.0
hop4 → hop5,hop4,hop5,1.0
hop5 → hop6,hop5,hop6,1.0
hop6 → hop7,hop6,hop7,1.0
hop7 → hop8,hop7,hop8,1.0
hop8 → hop9,hop8,hop9,1.0
